G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1988-11-04,Milwaukee Bucks,L,103,117,L 1,0-1,-14
2,1988-11-05,Cleveland Cavaliers,L,99,105,L 2,0-2,-6
3,1988-11-08,Atlanta Hawks,L,107,112,L 3,0-3,-5
4,1988-11-11,New York Knicks,L,120,121,L 4,0-4,-1
5,1988-11-12,Cleveland Cavaliers,L,96,121,L 5,0-5,-25
6,1988-11-15,Utah Jazz,L,96,108,L 6,0-6,-12
7,1988-11-16,Phoenix Suns,L,104,123,L 7,0-7,-19
8,1988-11-18,Los Angeles Clippers,L,110,113,L 8,0-8,-3
9,1988-11-19,Sacramento Kings,L,96,107,L 9,0-9,-11
10,1988-11-22,Milwaukee Bucks,W,105,91,W 1,1-9,14
11,1988-11-25,Washington Bullets,L,101,106,L 1,1-10,-5
12,1988-11-26,Philadelphia 76ers,L,114,122,L 2,1-11,-8
13,1988-11-29,Detroit Pistons,W,107,98,W 1,2-11,9
14,1988-11-30,Detroit Pistons,L,111,114,L 1,2-12,-3
15,1988-12-03,Philadelphia 76ers,L,100,107,L 2,2-13,-7
16,1988-12-07,Portland Trail Blazers,W,129,120,W 1,3-13,9
17,1988-12-09,Sacramento Kings,W,112,105,W 2,4-13,7
18,1988-12-10,Los Angeles Lakers,L,105,112,L 1,4-14,-7
19,1988-12-13,Charlotte Hornets,W,115,104,W 1,5-14,11
20,1988-12-14,Charlotte Hornets,L,106,115,L 1,5-15,-9
21,1988-12-16,Chicago Bulls,L,93,100,L 2,5-16,-7
22,1988-12-17,New Jersey Nets,L,92,100,L 3,5-17,-8
23,1988-12-20,New York Knicks,L,113,141,L 4,5-18,-28
24,1988-12-23,Atlanta Hawks,L,114,131,L 5,5-19,-17
25,1988-12-27,Milwaukee Bucks,L,107,120,L 6,5-20,-13
26,1988-12-28,New Jersey Nets,L,101,118,L 7,5-21,-17
27,1988-12-30,Chicago Bulls,L,85,101,L 8,5-22,-16
28,1989-01-03,Cleveland Cavaliers,L,98,119,L 9,5-23,-21
29,1989-01-04,Atlanta Hawks,W,116,113,W 1,6-23,3
30,1989-01-06,Los Angeles Clippers,W,123,88,W 2,7-23,35
31,1989-01-07,Detroit Pistons,W,113,99,W 3,8-23,14
32,1989-01-11,Boston Celtics,W,127,108,W 4,9-23,19
33,1989-01-14,New Jersey Nets,L,97,106,L 1,9-24,-9
34,1989-01-15,Miami Heat,L,117,118,L 2,9-25,-1
35,1989-01-17,Chicago Bulls,L,96,103,L 3,9-26,-7
36,1989-01-19,Cleveland Cavaliers,L,106,113,L 4,9-27,-7
37,1989-01-20,Detroit Pistons,L,99,132,L 5,9-28,-33
38,1989-01-23,Denver Nuggets,W,117,102,W 1,10-28,15
39,1989-01-25,Boston Celtics,W,103,94,W 2,11-28,9
40,1989-01-26,Washington Bullets,L,106,126,L 1,11-29,-20
41,1989-01-28,Golden State Warriors,L,112,114,L 2,11-30,-2
42,1989-01-31,New York Knicks,L,111,120,L 3,11-31,-9
43,1989-02-03,Milwaukee Bucks,L,91,109,L 4,11-32,-18
44,1989-02-04,New York Knicks,L,106,113,L 5,11-33,-7
45,1989-02-08,Boston Celtics,L,102,109,L 6,11-34,-7
46,1989-02-09,Cleveland Cavaliers,L,99,108,L 7,11-35,-9
47,1989-02-14,Philadelphia 76ers,L,108,113,L 8,11-36,-5
48,1989-02-15,Philadelphia 76ers,L,98,113,L 9,11-37,-15
49,1989-02-18,Charlotte Hornets,L,114,119,L 10,11-38,-5
50,1989-02-21,Milwaukee Bucks,L,90,116,L 11,11-39,-26
51,1989-02-23,Atlanta Hawks,L,97,100,L 12,11-40,-3
52,1989-02-24,San Antonio Spurs,W,112,93,W 1,12-40,19
53,1989-02-26,Utah Jazz,W,128,89,W 2,13-40,39
54,1989-02-28,Seattle SuperSonics,W,108,106,W 3,14-40,2
55,1989-03-02,Golden State Warriors,W,131,127,W 4,15-40,4
56,1989-03-03,Los Angeles Lakers,L,117,139,L 1,15-41,-22
57,1989-03-05,Portland Trail Blazers,W,121,118,W 1,16-41,3
58,1989-03-07,Seattle SuperSonics,L,92,110,L 1,16-42,-18
59,1989-03-10,Phoenix Suns,W,121,116,W 1,17-42,5
60,1989-03-11,New York Knicks,L,95,114,L 1,17-43,-19
61,1989-03-13,Chicago Bulls,L,90,122,L 2,17-44,-32
62,1989-03-14,Detroit Pistons,L,117,129,L 3,17-45,-12
63,1989-03-16,Boston Celtics,L,99,111,L 4,17-46,-12
64,1989-03-18,Chicago Bulls,W,114,103,W 1,18-46,11
65,1989-03-21,New Jersey Nets,W,92,89,W 2,19-46,3
66,1989-03-22,Washington Bullets,W,101,92,W 3,20-46,9
67,1989-03-25,Washington Bullets,L,108,111,L 1,20-47,-3
68,1989-03-27,Cleveland Cavaliers,W,104,102,W 1,21-47,2
69,1989-03-29,Miami Heat,W,96,89,W 2,22-47,7
70,1989-03-31,Dallas Mavericks,L,102,105,L 1,22-48,-3
