G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2012-11-02,Indiana Pacers,W,90,89,W 1,1-0,1
2,2012-11-03,Dallas Mavericks,L,99,126,L 1,1-1,-27
3,2012-11-07,Phoenix Suns,L,110,117,L 2,1-2,-7
4,2012-11-09,New Orleans Hornets,L,99,107,L 3,1-3,-8
5,2012-11-10,Dallas Mavericks,W,101,97,W 1,2-3,4
6,2012-11-13,Washington Wizards,W,92,76,W 2,3-3,16
7,2012-11-14,Minnesota Timberwolves,W,89,87,W 3,4-3,2
8,2012-11-17,Memphis Grizzlies,L,87,94,L 1,4-4,-7
9,2012-11-19,Milwaukee Bucks,W,102,98,W 1,5-4,4
10,2012-11-21,Toronto Raptors,W,98,97,W 2,6-4,1
11,2012-11-23,Atlanta Hawks,L,91,101,L 1,6-5,-10
12,2012-11-24,Washington Wizards,W,108,106,W 1,7-5,2
13,2012-11-26,Oklahoma City Thunder,L,69,114,L 1,7-6,-45
14,2012-11-28,Atlanta Hawks,L,91,94,L 2,7-7,-3
15,2012-11-30,Philadelphia 76ers,L,98,104,L 3,7-8,-6
16,2012-12-03,Portland Trail Blazers,L,112,118,L 4,7-9,-6
17,2012-12-05,New York Knicks,L,98,100,L 5,7-10,-2
18,2012-12-07,Milwaukee Bucks,L,93,108,L 6,7-11,-15
19,2012-12-08,San Antonio Spurs,L,102,132,L 7,7-12,-30
20,2012-12-10,Golden State Warriors,L,96,104,L 8,7-13,-8
21,2012-12-12,Los Angeles Clippers,L,94,100,L 9,7-14,-6
22,2012-12-13,Atlanta Hawks,L,90,113,L 10,7-15,-23
23,2012-12-15,Orlando Magic,L,98,107,L 11,7-16,-9
24,2012-12-18,Los Angeles Lakers,L,100,101,L 12,7-17,-1
25,2012-12-19,Phoenix Suns,L,104,121,L 13,7-18,-17
26,2012-12-21,Golden State Warriors,L,100,115,L 14,7-19,-15
27,2012-12-22,Denver Nuggets,L,88,110,L 15,7-20,-22
28,2012-12-26,Miami Heat,L,92,105,L 16,7-21,-13
29,2012-12-28,Brooklyn Nets,L,81,97,L 17,7-22,-16
30,2012-12-29,New Orleans Hornets,L,95,98,L 18,7-23,-3
31,2012-12-31,Chicago Bulls,W,91,81,W 1,8-23,10
32,2013-01-04,Cleveland Cavaliers,L,104,106,L 1,8-24,-2
33,2013-01-06,Detroit Pistons,W,108,101,W 1,9-24,7
34,2013-01-09,Utah Jazz,L,102,112,L 1,9-25,-10
35,2013-01-11,Toronto Raptors,L,78,99,L 2,9-26,-21
36,2013-01-12,Indiana Pacers,L,88,96,L 3,9-27,-8
37,2013-01-14,Boston Celtics,L,89,100,L 4,9-28,-11
38,2013-01-15,Indiana Pacers,L,76,103,L 5,9-29,-27
39,2013-01-18,Orlando Magic,W,106,100,W 1,10-29,6
40,2013-01-19,Sacramento Kings,L,93,97,L 1,10-30,-4
41,2013-01-21,Houston Rockets,L,94,100,L 2,10-31,-6
42,2013-01-23,Atlanta Hawks,L,92,104,L 3,10-32,-12
43,2013-01-26,Minnesota Timberwolves,W,102,101,W 1,11-32,1
44,2013-01-28,Chicago Bulls,L,85,93,L 1,11-33,-8
45,2013-01-30,San Antonio Spurs,L,78,102,L 2,11-34,-24
46,2013-02-02,Houston Rockets,L,95,109,L 3,11-35,-14
47,2013-02-04,Miami Heat,L,94,99,L 4,11-36,-5
48,2013-02-06,Cleveland Cavaliers,L,95,122,L 5,11-37,-27
49,2013-02-08,Los Angeles Lakers,L,93,100,L 6,11-38,-7
50,2013-02-09,Philadelphia 76ers,L,76,87,L 7,11-39,-11
51,2013-02-11,Boston Celtics,W,94,91,W 1,12-39,3
52,2013-02-13,Indiana Pacers,L,77,101,L 1,12-40,-24
53,2013-02-19,Orlando Magic,W,105,92,W 1,13-40,13
54,2013-02-20,Detroit Pistons,L,99,105,L 1,13-41,-6
55,2013-02-22,Chicago Bulls,L,75,105,L 2,13-42,-30
56,2013-02-23,Denver Nuggets,L,99,113,L 3,13-43,-14
57,2013-02-26,Los Angeles Clippers,L,84,106,L 4,13-44,-22
58,2013-03-01,Utah Jazz,L,68,98,L 5,13-45,-30
59,2013-03-03,Sacramento Kings,L,83,119,L 6,13-46,-36
60,2013-03-04,Portland Trail Blazers,L,105,122,L 7,13-47,-17
61,2013-03-06,Brooklyn Nets,L,78,99,L 8,13-48,-21
62,2013-03-08,Oklahoma City Thunder,L,94,116,L 9,13-49,-22
63,2013-03-09,Washington Wizards,L,87,104,L 10,13-50,-17
64,2013-03-12,Boston Celtics,W,100,74,W 1,14-50,26
65,2013-03-15,Toronto Raptors,L,78,92,L 1,14-51,-14
66,2013-03-16,Boston Celtics,L,88,105,L 2,14-52,-17
67,2013-03-18,Washington Wizards,W,119,114,W 1,15-52,5
68,2013-03-20,Toronto Raptors,W,107,101,W 2,16-52,6
69,2013-03-23,Detroit Pistons,L,91,92,L 1,16-53,-1
70,2013-03-24,Miami Heat,L,77,109,L 2,16-54,-32
71,2013-03-27,Orlando Magic,W,114,108,W 1,17-54,6
72,2013-03-29,New York Knicks,L,102,111,L 1,17-55,-9
73,2013-03-30,Philadelphia 76ers,L,92,100,L 2,17-56,-8
74,2013-04-01,Milwaukee Bucks,L,102,131,L 3,17-57,-29
75,2013-04-03,Philadelphia 76ers,W,88,83,W 1,18-57,5
76,2013-04-05,Miami Heat,L,79,89,L 1,18-58,-10
