G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1991-11-02,New York Knicks,W,107,93,W 1,1-0,14
2,1991-11-05,Boston Celtics,L,89,93,L 1,1-1,-4
3,1991-11-07,New Jersey Nets,W,111,89,W 1,2-1,22
4,1991-11-09,Atlanta Hawks,L,93,97,L 1,2-2,-4
5,1991-11-13,Detroit Pistons,W,107,102,W 1,3-2,5
6,1991-11-15,Charlotte Hornets,W,120,105,W 2,4-2,15
7,1991-11-16,Milwaukee Bucks,W,120,116,W 3,5-2,4
8,1991-11-19,Utah Jazz,W,111,91,W 4,6-2,20
9,1991-11-20,Philadelphia 76ers,L,107,114,L 1,6-3,-7
10,1991-11-22,Sacramento Kings,W,118,112,W 1,7-3,6
11,1991-11-23,Indiana Pacers,L,83,119,L 1,7-4,-36
12,1991-11-26,New York Knicks,L,81,98,L 2,7-5,-17
13,1991-11-27,Los Angeles Lakers,L,87,89,L 3,7-6,-2
14,1991-11-29,Philadelphia 76ers,W,95,92,W 1,8-6,3
15,1991-11-30,Orlando Magic,L,99,105,L 1,8-7,-6
16,1991-12-03,Portland Trail Blazers,L,94,124,L 2,8-8,-30
17,1991-12-04,Boston Celtics,L,97,124,L 3,8-9,-27
18,1991-12-07,Phoenix Suns,L,108,109,L 4,8-10,-1
19,1991-12-10,Dallas Mavericks,L,110,114,L 5,8-11,-4
20,1991-12-11,Cleveland Cavaliers,W,105,103,W 1,9-11,2
21,1991-12-13,Charlotte Hornets,W,112,108,W 2,10-11,4
22,1991-12-14,Atlanta Hawks,W,121,101,W 3,11-11,20
23,1991-12-17,Cleveland Cavaliers,L,80,148,L 1,11-12,-68
24,1991-12-18,Indiana Pacers,W,118,112,W 1,12-12,6
25,1991-12-20,Philadelphia 76ers,L,99,127,L 1,12-13,-28
26,1991-12-21,Boston Celtics,W,112,101,W 1,13-13,11
27,1991-12-23,Orlando Magic,W,113,102,W 2,14-13,11
28,1991-12-26,Phoenix Suns,L,104,132,L 1,14-14,-28
29,1991-12-28,Utah Jazz,L,103,128,L 2,14-15,-25
30,1991-12-29,Portland Trail Blazers,L,96,129,L 3,14-16,-33
