G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1979-10-14,San Diego Clippers,L,93,98,L 1,0-1,-5
2,1979-10-16,Phoenix Suns,L,86,102,L 2,0-2,-16
3,1979-10-17,Los Angeles Lakers,W,112,110,W 1,1-2,2
4,1979-10-19,San Diego Clippers,W,106,98,W 2,2-2,8
5,1979-10-21,Los Angeles Lakers,L,97,106,L 1,2-3,-9
6,1979-10-24,Kansas City Kings,W,105,92,W 1,3-3,13
7,1979-10-26,Phoenix Suns,L,86,92,L 1,3-4,-6
8,1979-10-27,San Diego Clippers,L,105,110,L 2,3-5,-5
9,1979-10-28,Chicago Bulls,W,108,97,W 1,4-5,11
10,1979-10-31,Denver Nuggets,W,97,89,W 2,5-5,8
11,1979-11-02,San Antonio Spurs,W,117,107,W 3,6-5,10
12,1979-11-04,Milwaukee Bucks,W,114,101,W 4,7-5,13
13,1979-11-06,Chicago Bulls,W,114,97,W 5,8-5,17
14,1979-11-07,Denver Nuggets,L,92,113,L 1,8-6,-21
15,1979-11-10,Utah Jazz,W,88,87,W 1,9-6,1
16,1979-11-14,Milwaukee Bucks,W,136,117,W 2,10-6,19
17,1979-11-16,Cleveland Cavaliers,W,108,100,W 3,11-6,8
18,1979-11-17,Golden State Warriors,W,108,103,W 4,12-6,5
19,1979-11-18,Portland Trail Blazers,L,95,100,L 1,12-7,-5
20,1979-11-21,Los Angeles Lakers,W,119,110,W 1,13-7,9
21,1979-11-23,Portland Trail Blazers,W,94,90,W 2,14-7,4
22,1979-11-28,Phoenix Suns,W,127,116,W 3,15-7,11
23,1979-11-30,Kansas City Kings,W,107,102,W 4,16-7,5
24,1979-12-01,Utah Jazz,L,95,97,L 1,16-8,-2
25,1979-12-02,Golden State Warriors,W,111,98,W 1,17-8,13
26,1979-12-05,Utah Jazz,W,115,96,W 2,18-8,19
27,1979-12-08,Golden State Warriors,W,125,100,W 3,19-8,25
28,1979-12-09,Chicago Bulls,L,112,121,L 1,19-9,-9
29,1979-12-11,Milwaukee Bucks,W,103,99,W 1,20-9,4
30,1979-12-12,Indiana Pacers,W,112,107,W 2,21-9,5
31,1979-12-14,Houston Rockets,W,109,101,W 3,22-9,8
32,1979-12-16,Denver Nuggets,W,123,121,W 4,23-9,2
33,1979-12-19,New Jersey Nets,L,114,122,L 1,23-10,-8
34,1979-12-21,New York Knicks,W,121,102,W 1,24-10,19
35,1979-12-23,Los Angeles Lakers,L,97,102,L 1,24-11,-5
36,1979-12-26,San Diego Clippers,W,124,104,W 1,25-11,20
37,1979-12-28,Portland Trail Blazers,W,126,97,W 2,26-11,29
38,1979-12-30,Portland Trail Blazers,W,107,100,W 3,27-11,7
39,1980-01-02,Washington Bullets,L,134,139,L 1,27-12,-5
40,1980-01-04,Detroit Pistons,W,123,105,W 1,28-12,18
41,1980-01-05,Golden State Warriors,W,121,112,W 2,29-12,9
42,1980-01-06,San Diego Clippers,L,103,105,L 1,29-13,-2
43,1980-01-09,Indiana Pacers,W,120,111,W 1,30-13,9
44,1980-01-11,Utah Jazz,W,100,90,W 2,31-13,10
45,1980-01-12,Denver Nuggets,W,105,102,W 3,32-13,3
46,1980-01-13,Golden State Warriors,W,109,101,W 4,33-13,8
47,1980-01-15,Washington Bullets,W,120,100,W 5,34-13,20
48,1980-01-18,New York Knicks,W,124,117,W 6,35-13,7
49,1980-01-20,Boston Celtics,W,108,106,W 7,36-13,2
50,1980-01-23,Atlanta Hawks,W,98,96,W 8,37-13,2
51,1980-01-25,San Antonio Spurs,L,116,125,L 1,37-14,-9
52,1980-01-26,Houston Rockets,L,111,123,L 2,37-15,-12
53,1980-01-30,Kansas City Kings,L,97,99,L 3,37-16,-2
