G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1985-10-25,Chicago Bulls,L,115,116,L 1,0-1,-1
2,1985-10-26,Boston Celtics,L,100,105,L 2,0-2,-5
3,1985-10-29,Washington Bullets,L,90,97,L 3,0-3,-7
4,1985-10-31,Washington Bullets,W,114,107,W 1,1-3,7
5,1985-11-03,Milwaukee Bucks,L,110,120,L 1,1-4,-10
6,1985-11-05,Los Angeles Lakers,W,129,111,W 1,2-4,18
7,1985-11-07,Sacramento Kings,W,95,94,W 2,3-4,1
8,1985-11-09,Utah Jazz,L,114,121,L 1,3-5,-7
9,1985-11-10,Portland Trail Blazers,L,107,110,L 2,3-6,-3
10,1985-11-14,Indiana Pacers,W,112,104,W 1,4-6,8
11,1985-11-16,Chicago Bulls,W,132,128,W 2,5-6,4
12,1985-11-19,Golden State Warriors,L,104,110,L 1,5-7,-6
13,1985-11-20,Washington Bullets,L,98,101,L 2,5-8,-3
14,1985-11-22,Utah Jazz,L,113,121,L 3,5-9,-8
15,1985-11-24,Atlanta Hawks,W,98,90,W 1,6-9,8
16,1985-11-26,Detroit Pistons,L,98,113,L 1,6-10,-15
17,1985-11-30,New Jersey Nets,W,119,90,W 1,7-10,29
18,1985-12-03,Indiana Pacers,L,84,98,L 1,7-11,-14
19,1985-12-05,Seattle SuperSonics,W,100,97,W 1,8-11,3
20,1985-12-07,Denver Nuggets,W,124,114,W 2,9-11,10
21,1985-12-10,Detroit Pistons,L,120,130,L 1,9-12,-10
22,1985-12-11,Philadelphia 76ers,L,110,125,L 2,9-13,-15
23,1985-12-13,Milwaukee Bucks,W,128,124,W 1,10-13,4
24,1985-12-14,Boston Celtics,W,109,99,W 2,11-13,10
25,1985-12-17,Houston Rockets,L,94,98,L 1,11-14,-4
26,1985-12-19,New York Knicks,W,109,105,W 1,12-14,4
27,1985-12-20,Los Angeles Lakers,L,116,128,L 1,12-15,-12
28,1985-12-22,Dallas Mavericks,W,119,105,W 1,13-15,14
29,1985-12-23,New Jersey Nets,L,101,108,L 1,13-16,-7
30,1985-12-27,Detroit Pistons,W,119,105,W 1,14-16,14
31,1985-12-28,Milwaukee Bucks,L,112,114,L 1,14-17,-2
32,1985-12-30,Chicago Bulls,L,117,121,L 2,14-18,-4
33,1986-01-03,Los Angeles Clippers,W,130,111,W 1,15-18,19
