,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2019,MIL,PF,72,32.8,27.7,12.5,5.9,1.3,1.5,3.7,0.578,0.256,0.599,0.7290000000000001
