,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
4,2016,OKC,55,27,0.6707317073170732,110.2,48.6,23.0,7.4,5.9,15.9,.476,.349,.782
