,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
1,2019,DEN,54,28,0.6585365853658537,110.7,46.4,27.4,7.7,4.4,13.4,.466,.351,.755
