,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
12,2008,BOS,66,16,0.8048780487804879,100.5,42.0,22.4,8.5,4.6,15.2,.475,.381,.771
