,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2003,ORL,SG,75,39.4,32.1,1.6,4.9,6.5,5.5,1.7,0.8,2.6,0.457,,0.505,0.7929999999999999
