,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2005,SAS,PF,66,2203,27.0,0.54,0.009000000000000001,0.43700000000000006,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,0.245,1.9,4.5,6.4,4.7
