,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
15,2005,SAS,59,23,0.7195121951219512,96.2,42.4,21.6,7.5,6.6,13.7,.453,.363,.724
