,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
11,2009,CLE,66,16,0.8048780487804879,100.3,42.2,20.3,7.2,5.3,12.7,.468,.393,.757
