,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1995-96,19.0,MIN,NBA,SF,80.0,43.0,28.7,4.5,9.2,0.491,0.1,0.4,0.28600000000000003,4.4,8.8,0.499,0.49700000000000005,1.3,1.9,0.705,2.2,4.1,6.3,1.8,1.1,1.6,1.4,2.4,10.4
1,1996-97,20.0,MIN,NBA,SF,77.0,77.0,38.9,7.1,14.3,0.499,0.1,0.3,0.28600000000000003,7.1,14.0,0.503,0.502,2.7,3.5,0.754,2.5,5.6,8.0,3.1,1.4,2.1,2.3,2.6,17.0
2,1997-98,21.0,MIN,NBA,PF,82.0,82.0,39.3,7.7,15.8,0.491,0.0,0.2,0.188,7.7,15.6,0.495,0.49200000000000005,3.0,4.0,0.738,2.7,6.9,9.6,4.2,1.7,1.8,2.3,2.7,18.5
3,1998-99,22.0,MIN,NBA,PF,47.0,47.0,37.9,8.8,19.1,0.46,0.1,0.3,0.28600000000000003,8.7,18.9,0.46299999999999997,0.462,3.1,4.4,0.7040000000000001,3.5,6.9,10.4,4.3,1.7,1.8,2.9,3.2,20.8
4,1999-00,23.0,MIN,NBA,PF,81.0,81.0,40.0,9.4,18.8,0.49700000000000005,0.4,1.0,0.37,9.0,17.8,0.504,0.507,3.8,5.0,0.765,2.8,9.0,11.8,5.0,1.5,1.6,3.3,2.5,22.9
5,2000-01,24.0,MIN,NBA,PF,81.0,81.0,39.5,8.7,18.2,0.47700000000000004,0.2,0.8,0.28800000000000003,8.5,17.4,0.486,0.484,4.4,5.8,0.764,2.7,8.7,11.4,5.0,1.4,1.8,2.8,2.5,22.0
6,2001-02,25.0,MIN,NBA,PF,81.0,81.0,39.2,8.1,17.3,0.47,0.5,1.4,0.319,7.7,15.9,0.484,0.484,4.4,5.5,0.8009999999999999,3.0,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2
7,2002-03,26.0,MIN,NBA,PF,82.0,82.0,40.5,9.1,18.1,0.502,0.2,0.9,0.282,8.8,17.2,0.513,0.508,4.6,6.1,0.7509999999999999,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4,23.0
8,2003-04,27.0,MIN,NBA,PF,82.0,82.0,39.4,9.8,19.6,0.499,0.1,0.5,0.256,9.7,19.1,0.506,0.502,4.5,5.7,0.7909999999999999,3.0,10.9,13.9,5.0,1.5,2.2,2.6,2.5,24.2
9,2004-05,28.0,MIN,NBA,PF,82.0,82.0,38.1,8.3,16.6,0.502,0.1,0.3,0.24,8.3,16.3,0.507,0.504,5.4,6.7,0.8109999999999999,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2
10,2005-06,29.0,MIN,NBA,PF,76.0,76.0,38.9,8.2,15.7,0.526,0.1,0.4,0.267,8.1,15.3,0.532,0.529,5.2,6.4,0.81,2.8,9.9,12.7,4.1,1.4,1.4,2.4,2.7,21.8
11,2006-07,30.0,MIN,NBA,PF,76.0,76.0,39.4,8.4,17.6,0.47600000000000003,0.2,0.7,0.214,8.2,16.9,0.48700000000000004,0.48,5.5,6.6,0.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4
12,2007-08,31.0,BOS,NBA,PF,71.0,71.0,32.8,7.5,13.9,0.539,0.0,0.2,0.0,7.5,13.8,0.545,0.539,3.8,4.7,0.8009999999999999,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,18.8
13,2008-09,32.0,BOS,NBA,PF,57.0,57.0,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8
14,2009-10,33.0,BOS,NBA,PF,69.0,69.0,29.9,5.8,11.2,0.521,0.0,0.1,0.2,5.8,11.1,0.523,0.521,2.7,3.2,0.8370000000000001,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3
15,2010-11,34.0,BOS,NBA,PF,71.0,71.0,31.3,6.1,11.6,0.528,0.0,0.1,0.2,6.1,11.5,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9
16,2011-12,35.0,BOS,NBA,C,60.0,60.0,31.1,6.5,13.0,0.503,0.1,0.2,0.33299999999999996,6.5,12.8,0.505,0.505,2.7,3.2,0.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,15.8
17,2012-13,36.0,BOS,NBA,C,68.0,68.0,29.7,6.2,12.5,0.496,0.0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3.0,0.7859999999999999,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8
18,2013-14,37.0,BRK,NBA,C,54.0,54.0,20.5,2.9,6.6,0.441,0.0,0.1,0.0,2.9,6.5,0.445,0.441,0.7,0.9,0.809,1.1,5.5,6.6,1.5,0.8,0.7,1.3,2.3,6.5
19,2014-15,38.0,TOT,NBA,PF,47.0,47.0,20.3,3.0,6.5,0.467,0.0,0.1,0.14300000000000002,3.0,6.4,0.475,0.469,0.8,1.0,0.8,1.0,5.6,6.6,1.6,1.0,0.4,1.0,2.3,6.9
20,2014-15,38.0,BRK,NBA,PF,42.0,42.0,20.3,3.0,6.5,0.455,0.0,0.1,0.16699999999999998,3.0,6.4,0.461,0.456,0.8,1.0,0.8290000000000001,1.1,5.7,6.8,1.6,1.0,0.3,1.1,2.3,6.8
21,2014-15,38.0,MIN,NBA,PF,5.0,5.0,19.6,3.6,6.2,0.581,0.0,0.2,0.0,3.6,6.0,0.6,0.581,0.4,0.8,0.5,0.4,4.8,5.2,1.6,1.0,0.8,0.2,2.6,7.6
22,2015-16,39.0,MIN,NBA,PF,38.0,38.0,14.6,1.4,3.0,0.47,0.0,0.0,0.0,1.4,3.0,0.474,0.47,0.4,0.6,0.667,0.4,3.6,3.9,1.6,0.7,0.3,0.4,1.8,3.2
23,Career,,,NBA,,1462.0,1425.0,34.5,7.2,14.5,0.49700000000000005,0.1,0.4,0.275,7.1,14.0,0.504,0.501,3.3,4.2,0.789,2.2,7.8,10.0,3.7,1.3,1.4,2.2,2.4,17.8
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,14 seasons,,MIN,NBA,,970.0,933.0,37.3,7.9,16.0,0.491,0.2,0.6,0.28800000000000003,7.7,15.5,0.499,0.49700000000000005,3.9,5.0,0.779,2.7,8.4,11.0,4.3,1.4,1.6,2.5,2.5,19.8
26,6 seasons,,BOS,NBA,,396.0,396.0,31.0,6.5,12.5,0.52,0.0,0.1,0.16699999999999998,6.5,12.4,0.524,0.521,2.7,3.3,0.8270000000000001,1.3,7.0,8.3,2.7,1.2,1.0,1.7,2.3,15.7
27,2 seasons,,BRK,NBA,,96.0,96.0,20.4,2.9,6.6,0.447,0.0,0.1,0.111,2.9,6.5,0.452,0.44799999999999995,0.8,0.9,0.818,1.1,5.6,6.7,1.6,0.9,0.6,1.2,2.3,6.6
