,Season,Tm,Pos,G,MP,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2012,LAL,SG,58,38.5,27.9,1.1,4.3,5.4,4.6,1.2,0.3,3.5,0.43,0.303,0.462,0.845
