,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2011,LAL,SG,82,33.9,25.3,5.1,4.7,1.2,0.1,3.0,0.451,0.32299999999999995,0.48700000000000004,0.828
