,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2012,LAC,PG,60,36.4,19.8,3.6,9.1,2.5,0.1,2.1,0.478,0.371,0.522,0.861
