,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
10,2006-07,31.0,TOT,NBA,SG-PG,65.0,64.0,2761.0,581.0,1313.0,0.442,62.0,197.0,0.315,519.0,1116.0,0.465,0.466,485.0,610.0,0.795,23.0,170.0,193.0,468.0,123.0,13.0,268.0,95.0,1709.0
11,2006-07,31.0,PHI,NBA,PG,15.0,15.0,640.0,151.0,366.0,0.413,12.0,53.0,0.226,139.0,313.0,0.444,0.429,154.0,174.0,0.885,7.0,34.0,41.0,109.0,33.0,1.0,66.0,21.0,468.0
12,2006-07,31.0,DEN,NBA,SG,50.0,49.0,2121.0,430.0,947.0,0.45399999999999996,50.0,144.0,0.34700000000000003,380.0,803.0,0.473,0.48,331.0,436.0,0.759,16.0,136.0,152.0,359.0,90.0,12.0,202.0,74.0,1241.0
13,2007-08,32.0,DEN,NBA,SG,82.0,82.0,3424.0,712.0,1556.0,0.45799999999999996,95.0,275.0,0.345,617.0,1281.0,0.48200000000000004,0.488,645.0,797.0,0.809,47.0,196.0,243.0,586.0,160.0,12.0,245.0,109.0,2164.0
14,2008-09,33.0,TOT,NBA,PG-SG,57.0,53.0,2093.0,348.0,834.0,0.41700000000000004,28.0,99.0,0.28300000000000003,320.0,735.0,0.435,0.434,271.0,347.0,0.7809999999999999,30.0,143.0,173.0,283.0,88.0,6.0,146.0,86.0,995.0
15,2008-09,33.0,DEN,NBA,SG,3.0,3.0,123.0,18.0,40.0,0.45,2.0,8.0,0.25,16.0,32.0,0.5,0.475,18.0,25.0,0.72,3.0,5.0,8.0,20.0,3.0,1.0,10.0,3.0,56.0
16,2008-09,33.0,DET,NBA,PG,54.0,50.0,1970.0,330.0,794.0,0.41600000000000004,26.0,91.0,0.28600000000000003,304.0,703.0,0.43200000000000005,0.43200000000000005,253.0,322.0,0.7859999999999999,27.0,138.0,165.0,263.0,85.0,5.0,136.0,83.0,939.0
17,2009-10,34.0,TOT,NBA,SG-PG,28.0,24.0,865.0,136.0,316.0,0.43,9.0,25.0,0.36,127.0,291.0,0.436,0.445,104.0,131.0,0.794,16.0,63.0,79.0,113.0,19.0,2.0,64.0,48.0,385.0
18,2009-10,34.0,MEM,NBA,PG,3.0,0.0,67.0,15.0,26.0,0.5770000000000001,1.0,1.0,1.0,14.0,25.0,0.56,0.596,6.0,12.0,0.5,1.0,3.0,4.0,11.0,1.0,0.0,7.0,5.0,37.0
19,2009-10,34.0,PHI,NBA,SG,25.0,24.0,798.0,121.0,290.0,0.41700000000000004,8.0,24.0,0.33299999999999996,113.0,266.0,0.425,0.431,98.0,119.0,0.8240000000000001,15.0,60.0,75.0,102.0,18.0,2.0,57.0,43.0,348.0
20,Career,,,NBA,,914.0,901.0,37584.0,8467.0,19906.0,0.425,1059.0,3383.0,0.313,7408.0,16523.0,0.44799999999999995,0.452,6375.0,8168.0,0.78,745.0,2649.0,3394.0,5624.0,1983.0,164.0,3262.0,1777.0,24368.0
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,12 seasons,,PHI,NBA,,722.0,717.0,29879.0,6962.0,16543.0,0.42100000000000004,885.0,2864.0,0.309,6077.0,13679.0,0.444,0.44799999999999995,5122.0,6576.0,0.779,651.0,2171.0,2822.0,4385.0,1644.0,134.0,2662.0,1503.0,19931.0
23,3 seasons,,DEN,NBA,,135.0,134.0,5668.0,1160.0,2543.0,0.456,147.0,427.0,0.344,1013.0,2116.0,0.479,0.485,994.0,1258.0,0.79,66.0,337.0,403.0,965.0,253.0,25.0,457.0,186.0,3461.0
24,1 season,,DET,NBA,,54.0,50.0,1970.0,330.0,794.0,0.41600000000000004,26.0,91.0,0.28600000000000003,304.0,703.0,0.43200000000000005,0.43200000000000005,253.0,322.0,0.7859999999999999,27.0,138.0,165.0,263.0,85.0,5.0,136.0,83.0,939.0
25,1 season,,MEM,NBA,,3.0,0.0,67.0,15.0,26.0,0.5770000000000001,1.0,1.0,1.0,14.0,25.0,0.56,0.596,6.0,12.0,0.5,1.0,3.0,4.0,11.0,1.0,0.0,7.0,5.0,37.0
