,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1996-97,21.0,PHI,NBA,PG,76.0,74.0,3045.0,625.0,1504.0,0.41600000000000004,155.0,455.0,0.341,470.0,1049.0,0.44799999999999995,0.467,382.0,544.0,0.7020000000000001,115.0,197.0,312.0,567.0,157.0,24.0,337.0,233.0,1787.0
1,1997-98,22.0,PHI,NBA,PG,80.0,80.0,3150.0,649.0,1407.0,0.461,70.0,235.0,0.298,579.0,1172.0,0.494,0.486,390.0,535.0,0.7290000000000001,86.0,210.0,296.0,494.0,176.0,25.0,244.0,200.0,1758.0
2,1998-99,23.0,PHI,NBA,SG,48.0,48.0,1990.0,435.0,1056.0,0.41200000000000003,58.0,199.0,0.29100000000000004,377.0,857.0,0.44,0.439,356.0,474.0,0.7509999999999999,66.0,170.0,236.0,223.0,110.0,7.0,167.0,98.0,1284.0
3,1999-00,24.0,PHI,NBA,SG,70.0,70.0,2853.0,729.0,1733.0,0.42100000000000004,89.0,261.0,0.341,640.0,1472.0,0.435,0.446,442.0,620.0,0.713,71.0,196.0,267.0,328.0,144.0,5.0,230.0,162.0,1989.0
4,2000-01,25.0,PHI,NBA,SG,71.0,71.0,2979.0,762.0,1813.0,0.42,98.0,306.0,0.32,664.0,1507.0,0.441,0.447,585.0,719.0,0.8140000000000001,50.0,223.0,273.0,325.0,178.0,20.0,237.0,147.0,2207.0
5,2001-02,26.0,PHI,NBA,SG,60.0,59.0,2622.0,665.0,1669.0,0.39799999999999996,78.0,268.0,0.29100000000000004,587.0,1401.0,0.419,0.42200000000000004,475.0,585.0,0.812,44.0,225.0,269.0,331.0,168.0,13.0,237.0,102.0,1883.0
6,2002-03,27.0,PHI,NBA,SG,82.0,82.0,3485.0,804.0,1940.0,0.414,84.0,303.0,0.27699999999999997,720.0,1637.0,0.44,0.436,570.0,736.0,0.774,68.0,276.0,344.0,454.0,225.0,13.0,286.0,149.0,2262.0
7,2003-04,28.0,PHI,NBA,SG,48.0,47.0,2040.0,435.0,1125.0,0.387,57.0,199.0,0.28600000000000003,378.0,926.0,0.408,0.41200000000000003,339.0,455.0,0.745,34.0,144.0,178.0,324.0,115.0,5.0,209.0,87.0,1266.0
8,2004-05,29.0,PHI,NBA,PG,75.0,75.0,3174.0,771.0,1818.0,0.424,104.0,338.0,0.308,667.0,1480.0,0.451,0.45299999999999996,656.0,786.0,0.835,51.0,248.0,299.0,596.0,180.0,9.0,344.0,140.0,2302.0
9,2005-06,30.0,PHI,NBA,PG,72.0,72.0,3103.0,815.0,1822.0,0.447,72.0,223.0,0.32299999999999995,743.0,1599.0,0.465,0.467,675.0,829.0,0.8140000000000001,44.0,188.0,232.0,532.0,140.0,10.0,248.0,121.0,2377.0
