,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
8,2012,SAS,50,16,0.7575757575757576,103.7,43.0,23.2,7.4,4.4,13.6,.478,.393,.748
