,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2012,MIA,SF,62,37.5,27.1,7.9,6.2,1.9,0.8,3.4,0.531,0.36200000000000004,0.5539999999999999,0.7709999999999999
