,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
3,2017,OKC,47,35,0.573170731707317,106.6,12.2,34.4,46.6,21.0,7.9,5.0,15.0,.452,.327,.745
