,Season,Tm,W,L,Win_Pct,PTS,ORB,DRB,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
5,2015,NOP,45,37,0.5487804878048781,99.4,11.5,32.0,43.5,22.0,6.7,6.2,13.3,0.457,0.37,0.7509999999999999
