,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
7,2013,LAC,56,26,0.6829268292682927,101.1,41.6,23.9,9.6,5.6,14.6,.478,.358,.711
