,Season,Tm,Pos,G,MP,PER,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2004,IND,PF,78,2788.0,21.1,0.489,0.013000000000000001,0.32899999999999996,16.5,12.3,1.2,5.5,10.1,30.2,2.7,6.3,9.0,0.155,-1.2,3.0,1.8,2.7
