,Season,Tm,Pos,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,eFG%,FT%
0,2016,GSW,PG,79,34.2,30.1,5.4,6.7,2.1,0.2,3.3,0.504,0.45399999999999996,0.63,0.9079999999999999
