,Season,Tm,W,L,Win_Pct,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%
4,2016,GSW,73,9,0.8902439024390244,114.9,46.2,28.9,8.4,6.1,15.2,.487,.416,.763
